X,Y
1874,105325.0
1875,101088.0
1876,112403.0
1877,115223.0
1878,111151.0
1879,96173.0
1880,101173.0
1881,93920.0
1882,89382.0
1883,106599.0
1884,110072.0
1885,104191.0
1886,88118.0
1887,86247.0
1888,91912.0
1889,84965.0
1890,97153.0
1891,103921.0
1892,98160.0
1893,84320.0
1894,77834.0
1895,82339.0
1896,79896.0
1897,93232.0
1898,99553.0
1899,94489.0
1900,78427.0
1901,78087.0
1902,83964.0
1903,78628.0
1904,94367.0
1905,101865.0
1906,94167.0
1907,87723.0
1908,80392.0
1909,80911.0
1910,80810.0
1911,90480.0
1912,98673.0
1913,95883.0
1914,82027.0
1915,75971.0
1916,80512.0
1917,81543.0
1918,90637.0
1919,105199.0
1920,99470.0
1921,88016.0
1922,86249.0
1923,92549.0
1924,92497.0
1925,106448.0
1926,110585.0
1927,103397.0
1928,88106.0
1929,94492.0
1930,89625.0
1931,87953.0
1932,105565.0
1933,113784.0
1934,106546.0
1935,91480.0
1936,93420.0
1937,100425.0
1938,99884.0
1939,108779.0
1940,114576.0
1941,113108.0
1942,94118.0
1943,94173.0
1944,96555.0
1945,93663.0
1946,111685.0
1947,117698.0
1948,111941.0
1949,104205.0
1950,112830.0
1951,109754.0
1952,104963.0
1953,117052.0
1954,118901.0
1955,113633.0
1956,101359.0
1957,96443.0
1958,98406.0
1959,99660.0
1960,118951.0
1961,122111.0
1962,115586.0
1963,100991.0
1964,100075.0
1965,102272.0
1966,100884.0
1967,117194.0
1968,122798.0
1969,123319.0
1970,104624.0
1971,106386.0
1972,111409.0
1973,112235.0
1974,124943.0
1975,124113.0
1976,122554.0
1977,124317.0
1978,127237.0
1979,124002.0
1980,106468.0
1981,121526.0
1982,122400.0
1983,128490.0
1984,134441.0
1985,136158.0
1986,140353.0
1987,127681.0
1988,135687.0
1989,136845.0
1990,137195.0
1991,137321.0
1992,128830.0
1993,125508.0
1994,129458.0
1995,147364.0
1996,147834.0
1997,139647.0
1998,128509.0
1999,129489.0
2000,136890.0
2001,123256.0
2002,164987.0
2003,161231.0
2004,151174.0
2005,148308.0
2006,131706.0
2007,133013.0
2008,127316.0
2009,147343.0
2010,154247.0
2011,146709.0
2012,135369.0
2013,132069.0
2014,133980.0
2015,132333.0
2016,155397.0
2017,160201.0
2018,153779.0
2019,140135.0
2020,134303.0
2021,139357.0
2022,136834.0
2023,158099.0
2024,166606.0
2025,161403.0
2026,139632.0
2027,139650.0
2028,143950.0
2029,144534.0
2030,163334.0
2031,169513.0
2032,157642.0
2033,156696.0
2034,147781.0
2035,143271.0
2036,147479.0
2037,162707.0
2038,165931.0
2039,155893.0
2040,139521.0
2041,136348.0
2042,140289.0
2043,144824.0
2044,159852.0
2045,165452.0
2046,158336.0
2047,137489.0
2048,138670.0
2049,140695.0
2050,138424.0
2051,161424.0
2052,163722.0
2053,158144.0
2054,135250.0
2055,130178.0
2056,143529.0
2057,138950.0
2058,162359.0
2059,165914.0
2060,159895.0
2061,147242.0
2062,149519.0
2063,140635.0
2064,146653.0
2065,168238.0
2066,158274.0
2067,152094.0
2068,142352.0
2069,139922.0
2070,144375.0
2071,141056.0
2072,161783.0
2073,156669.0
2074,159310.0
2075,136641.0
2076,128962.0
2077,145173.0
2078,147778.0
2079,156780.0
2080,150299.0
2081,145254.0
2082,147124.0
2083,138349.0
2084,139610.0
2085,140578.0
2086,152005.0
2087,157323.0
2088,153143.0
2089,140974.0
2090,134197.0
2091,137500.0
2092,134939.0
2093,216558.0
2094,168232.0
2095,159366.0
2096,139788.0
2097,135029.0
2098,134180.0
2099,139436.0
2100,151488.0
2101,160840.0
2102,155293.0
2103,134825.0
2104,130870.0
2105,134785.0
2106,133210.0
2107,148957.0
2108,154150.0
2109,149927.0
2110,131132.0
2111,130577.0
2112,136964.0
2113,128426.0
2114,146037.0
2115,155566.0
2116,139828.0
2117,127256.0
2118,127530.0
2119,136279.0
2120,127868.0
2121,140245.0
2122,155322.0
2123,147563.0
2124,134595.0
2125,132880.0
2126,136932.0
2127,134328.0
2128,144674.0
2129,142938.0
2130,141177.0
2131,128949.0
2132,127233.0
2133,131014.0
2134,127502.0
2135,145324.0
2136,136707.0
2137,133148.0
2138,134089.0
2139,127270.0
2140,133807.0
2141,134989.0
2142,144597.0
2143,140370.0
2144,136794.0
2145,134617.0
2146,121222.0
2147,124774.0
2148,122649.0
2149,132648.0
2150,124812.0
2151,123022.0
2152,126532.0
2153,123258.0
2154,101832.0
2155,116070.0
2156,74612.0
2157,0.0
2158,0.0
2159,0.0
2160,1337.0
2161,128356.0
2162,125166.0
2163,127482.0
2164,116399.0
2165,117771.0
2166,122173.0
2167,126586.0
2168,123692.0
2169,122860.0
2170,119173.0
2171,109529.0
2172,109949.0
2173,113077.0
2174,118157.0
2175,113624.0
2176,115728.0
2177,116790.0
2178,108254.0
2179,106304.0
2180,116132.0
2181,114129.0
2182,112602.0
2183,113045.0
2184,109855.0
2185,106739.0
2186,110894.0
2187,113362.0
2188,110474.0
2189,110494.0
2190,108395.0
2191,107199.0
2192,99682.0
2193,103423.0
2194,109829.0
2195,111734.0
2196,112631.0
2197,111030.0
2198,110276.0
2199,101583.0
2200,106942.0
2201,111887.0
2202,113696.0
2203,112387.0
2204,110287.0
2205,108937.0
2206,107262.0
2207,110224.0
2208,109066.0
2209,103853.0
2210,109031.0
2211,103625.0
2212,101637.0
2213,106318.0
2214,111753.0
2215,107812.0
2216,105572.0
2217,103446.0
2218,100268.0
2219,101606.0
2220,113027.0
2221,120281.0
2222,100096.0
2223,97884.0
2224,97347.0
2225,99168.0
2226,100971.0
2227,117611.0
2228,122594.0
2229,104459.0
2230,99778.0
2231,94976.0
2232,92906.0
2233,101987.0
2234,118603.0
2235,112411.0
2236,116494.0
2237,90971.0
2238,83489.0
2239,76601.0
2240,92439.0
2241,119117.0
2242,114382.0
2243,77142.0
2244,76666.0
2245,74965.0
2246,89040.0
2247,93383.0
2248,118706.0
2249,115707.0
2250,78374.0
2251,76357.0
2252,73481.0
2253,73095.0
2254,86680.0
2255,108466.0
2256,105670.0
2257,72041.0
2258,69124.0
2259,69224.0
2260,71710.0
2261,81699.0
2262,103874.0
2263,102373.0
2264,68328.0
2265,70296.0
2266,65984.0
2267,65325.0
2268,84535.0
2269,101802.0
2270,98686.0
2271,85384.0
2272,69618.0
2273,69623.0
2274,69212.0
2275,83556.0
2276,104385.0
2277,102138.0
2278,70875.0
2279,65247.0
2280,67991.0
2281,68061.0
2282,79111.0
2283,98077.0
2284,97662.0
2285,67483.0
2286,65690.0
2287,64731.0
2288,66562.0
2289,87407.0
2290,110625.0
2291,103989.0
2292,74783.0
2293,69490.0
2294,68523.0
2295,69840.0
2296,85363.0
2297,96839.0
2298,93541.0
2299,59922.0
2300,60050.0
2301,62367.0
2302,77239.0
2303,82844.0
2304,94767.0
2305,91893.0
2306,60840.0
2307,59448.0
2308,58344.0
2309,59193.0
2310,75170.0
2311,89427.0
2312,85120.0
2313,68009.0
2314,68173.0
2315,75968.0
2316,72715.0
2317,87568.0
2318,88216.0
2319,82279.0
2320,59479.0
2321,56006.0
2322,58277.0
2323,58052.0
2324,70459.0
2325,88283.0
2326,85244.0
2327,57347.0
2328,57625.0
2329,56537.0
2330,56535.0
2331,70834.0
2332,86032.0
2333,81764.0
2334,61757.0
2335,59945.0
2336,60421.0
2337,60844.0
2338,76159.0
2339,87143.0
2340,85436.0
2341,84139.0
2342,83797.0
2343,84839.0
2344,87757.0
2345,73571.0
2346,80186.0
2347,84523.0
2348,95041.0
2349,96432.0
2350,102756.0
2351,99236.0
2352,85722.0
2353,100913.0
2354,99692.0
2355,91775.0
2356,85521.0
2357,82737.0
2358,83717.0
2359,92520.0
2360,104644.0
2361,97593.0
2362,70846.0
2363,71096.0
2364,70744.0
2365,71317.0
2366,89051.0
2367,102457.0
2368,98679.0
2369,97890.0
2370,76241.0
2371,73182.0
2372,76935.0
2373,85826.0
2374,107385.0
2375,101225.0
2376,70844.0
2377,67782.0
2378,69726.0
2379,69803.0
2380,81354.0
2381,100897.0
2382,94412.0
2383,67917.0
2384,67647.0
2385,68554.0
2386,71305.0
2387,81629.0
2388,96044.0
2389,94611.0
2390,64508.0
2391,62030.0
2392,62271.0
2393,61091.0
2394,73013.0
2395,90606.0
2396,88835.0
2397,61555.0
2398,59514.0
2399,59520.0
2400,62047.0
2401,79082.0
2402,92396.0
2403,87117.0
2404,81865.0
2405,64386.0
2406,61831.0
2407,60052.0
2408,71863.0
2409,84114.0
2410,84741.0
2411,58188.0
2412,57089.0
2413,55208.0
2414,55736.0
2415,69633.0
2416,81554.0
2417,82650.0
2418,54692.0
2419,54658.0
2420,56323.0
2421,55647.0
2422,67983.0
2423,86432.0
2424,84098.0
2425,64385.0
2426,62061.0
2427,61350.0
2428,63777.0
2429,77447.0
2430,86860.0
2431,83310.0
2432,59807.0
2433,56925.0
2434,62075.0
2435,58785.0
2436,70445.0
2437,84877.0
2438,80453.0
2439,57728.0
2440,54926.0
2441,56535.0
2442,56281.0
2443,66371.0
2444,80887.0
2445,81083.0
2446,57485.0
2447,56960.0
2448,55179.0
2449,55450.0
2450,64016.0
2451,81537.0
2452,76054.0
2453,57254.0
2454,55345.0
2455,58077.0
2456,62253.0
2457,70394.0
2458,76757.0
2459,74356.0
2460,66702.0
2461,56585.0
2462,58801.0
2463,61713.0
2464,68161.0
2465,86528.0
2466,84169.0
2467,58698.0
2468,55469.0
2469,54374.0
2470,53929.0
2471,62580.0
2472,77893.0
2473,79190.0
2474,56613.0
2475,49555.0
2476,51481.0
2477,51767.0
2478,61150.0
2479,74618.0
2480,71756.0
2481,49578.0
2482,49214.0
2483,49031.0
2484,48027.0
2485,57207.0
2486,69409.0
2487,69618.0
2488,47992.0
2489,47530.0
2490,47142.0
2491,48247.0
2492,57270.0
2493,68235.0
2494,72131.0
2495,54388.0
2496,52585.0
2497,56355.0
2498,53820.0
2499,60313.0
2500,64165.0
2501,62791.0
2502,62924.0
2503,54319.0
2504,54788.0
2505,54818.0
2506,55230.0
2507,66382.0
2508,64996.0
2509,52661.0
2510,50938.0
2511,53666.0
2512,58968.0
2513,66123.0
2514,70783.0
2515,70401.0
2516,64425.0
2517,62976.0
2518,63252.0
2519,64094.0
2520,67558.0
2521,64415.0
2522,64030.0
2523,66238.0
2524,60671.0
2525,62865.0
2526,60868.0
2527,65163.0
2528,60225.0
2529,61184.0
2530,62571.0
2531,61579.0
2532,59504.0
2533,60101.0
2534,68890.0
2535,66654.0
2536,68883.0
2537,72372.0
2538,74713.0
2539,75702.0
2540,75168.0
2541,73599.0
2542,71647.0
2543,72972.0
2544,75929.0
2545,73723.0
2546,76148.0
2547,74082.0
2548,72888.0
2549,70907.0
2550,73804.0
2551,75536.0
2552,71927.0
2553,70357.0
2554,70178.0
2555,70616.0
2556,68288.0
2557,69250.0
2558,76551.0
2559,70287.0
2560,72946.0
2561,70416.0
2562,69770.0
2563,68143.0
2564,72052.0
2565,73516.0
2566,72874.0
2567,70908.0
2568,71812.0
2569,69614.0
2570,71896.0
2571,70444.0
2572,71829.0
2573,71426.0
2574,68035.0
2575,65998.0
2576,66199.0
2577,68239.0
2578,71135.0
2579,65687.0
2580,64068.0
2581,61499.0
2582,58193.0
2583,70194.0
2584,72937.0
2585,73733.0
2586,61560.0
2587,62412.0
2588,59349.0
2589,60296.0
2590,60492.0
2591,67157.0
2592,69988.0
2593,57698.0
2594,58760.0
2595,55054.0
2596,55828.0
2597,59706.0
2598,71361.0
2599,70783.0
2600,71264.0
2601,50685.0
2602,48036.0
2603,47263.0
2604,53438.0
2605,65432.0
2606,69567.0
2607,45831.0
2608,45232.0
2609,45699.0
2610,44533.0
2611,54283.0
2612,66497.0
2613,67015.0
2614,46330.0
2615,45060.0
2616,44230.0
2617,43060.0
2618,54786.0
2619,67751.0
2620,66544.0
2621,49059.0
2622,46473.0
2623,46109.0
2624,43489.0
2625,52597.0
2626,63711.0
2627,64334.0
2628,43006.0
2629,39572.0
2630,40799.0
2631,40765.0
2632,51440.0
2633,60125.0
2634,59196.0
2635,47978.0
2636,41373.0
2637,40201.0
2638,40363.0
2639,50850.0
2640,58881.0
2641,58250.0
2642,40384.0
2643,39399.0
2644,40556.0
2645,40141.0
2646,47738.0
2647,56735.0
2648,58758.0
2649,40964.0
2650,39435.0
2651,40354.0
2652,37865.0
2653,43652.0
2654,57253.0
2655,59981.0
2656,43102.0
2657,45086.0
2658,43954.0
2659,44728.0
2660,52798.0
2661,64542.0
2662,61891.0
2663,45182.0
2664,46112.0
2665,43698.0
2666,45196.0
2667,59719.0
2668,64722.0
2669,63337.0
2670,44839.0
2671,44190.0
2672,42125.0
2673,41737.0
2674,51481.0
2675,61624.0
2676,60792.0
2677,49352.0
2678,49196.0
2679,54325.0
2680,52967.0
2681,58832.0
2682,63681.0
2683,60571.0
2684,41872.0
2685,40916.0
2686,41538.0
2687,44854.0
2688,54141.0
2689,65972.0
2690,62750.0
2691,44101.0
2692,43064.0
2693,43661.0
2694,46362.0
2695,50455.0
2696,61621.0
2697,63508.0
2698,43359.0
2699,44385.0
2700,44457.0
2701,47633.0
2702,54221.0
2703,61034.0
2704,60231.0
2705,53510.0
2706,57487.0
2707,61599.0
2708,63042.0
2709,66292.0
2710,54979.0
2711,57735.0
2712,62634.0
2713,65882.0
2714,64117.0
2715,65843.0
2716,66470.0
2717,55815.0
2718,66169.0
2719,67488.0
2720,59560.0
2721,57537.0
2722,57046.0
2723,61401.0
2724,69491.0
2725,68671.0
2726,48721.0
2727,46226.0
2728,46151.0
2729,46525.0
2730,56419.0
2731,68699.0
2732,70392.0
2733,64801.0
2734,48524.0
2735,47182.0
2736,46925.0
2737,55440.0
2738,67406.0
2739,68055.0
2740,50155.0
2741,48564.0
2742,56373.0
2743,51946.0
2744,61128.0
2745,72897.0
2746,72869.0
2747,52523.0
2748,50371.0
2749,49673.0
2750,48813.0
2751,56983.0
2752,70759.0
2753,66180.0
2754,46509.0
2755,43802.0
2756,44979.0
2757,43555.0
2758,51443.0
2759,62934.0
2760,64033.0
2761,45103.0
2762,51669.0
2763,53632.0
2764,54096.0
2765,64294.0
2766,72287.0
2767,71830.0
2768,69491.0
2769,56348.0
2770,54702.0
2771,54247.0
2772,58848.0
2773,71625.0
2774,70205.0
2775,50035.0
2776,49134.0
2777,47828.0
2778,47749.0
2779,57666.0
2780,71017.0
2781,69797.0
2782,49079.0
2783,48471.0
2784,47853.0
2785,46937.0
2786,57001.0
2787,69627.0
2788,66158.0
2789,54918.0
2790,54545.0
2791,54424.0
2792,52012.0
2793,59932.0
2794,67441.0
2795,68201.0
2796,51727.0
2797,50060.0
2798,48619.0
2799,49513.0
2800,59806.0
2801,68030.0
2802,67320.0
2803,49558.0
2804,51339.0
2805,50652.0
2806,51439.0
2807,58924.0
2808,68129.0
2809,69505.0
2810,55317.0
2811,53565.0
2812,56041.0
2813,57900.0
2814,66009.0
2815,65376.0
2816,65971.0
2817,61799.0
2818,52081.0
2819,51653.0
2820,52538.0
2821,57959.0
2822,70539.0
2823,70964.0
2824,50740.0
2825,51196.0
2826,50509.0
2827,50403.0
2828,59190.0
2829,70620.0
2830,74070.0
2831,53584.0
2832,51553.0
2833,50010.0
2834,49098.0
2835,57606.0
2836,68143.0
2837,74429.0
2838,53267.0
2839,48438.0
2840,50153.0
2841,49410.0
2842,57440.0
2843,69605.0
2844,70967.0
2845,51240.0
2846,50386.0
2847,50690.0
2848,49829.0
2849,57679.0
2850,66474.0
2851,66307.0
2852,50095.0
2853,39344.0
2854,52802.0
2855,50432.0
2856,55916.0
2857,65629.0
2858,64661.0
2859,51822.0
2860,47112.0
2861,47735.0
2862,48290.0
2863,56404.0
2864,59917.0
2865,62084.0
2866,61782.0
2867,52398.0
2868,54161.0
2869,53886.0
2870,57605.0
2871,61754.0
2872,60678.0
2873,53398.0
2874,52306.0
2875,52586.0
2876,53028.0
2877,54475.0
2878,55379.0
2879,59264.0
2880,57960.0
2881,54711.0
2882,55201.0
2883,55020.0
2884,57653.0
2885,55712.0
2886,57052.0
2887,58619.0
2888,64198.0
2889,61800.0
2890,61427.0
2891,59890.0
2892,58240.0
2893,59487.0
2894,57372.0
2895,59043.0
2896,58282.0
2897,58294.0
2898,58123.0
2899,58550.0
2900,58392.0
2901,58272.0
2902,57282.0
2903,57808.0
2904,57525.0
2905,56414.0
2906,53854.0
2907,56710.0
2908,57258.0
2909,55260.0
2910,57181.0
2911,57190.0
2912,55040.0
2913,54797.0
2914,58044.0
2915,59395.0
2916,58752.0
2917,57470.0
2918,56394.0
2919,58362.0
2920,54636.0
2921,57534.0
2922,58975.0
2923,59015.0
2924,59115.0
2925,57871.0
2926,54955.0
2927,54553.0
2928,58320.0
2929,59301.0
2930,62825.0
2931,60362.0
2932,58760.0
2933,57747.0
2934,57433.0
2935,60357.0
2936,60514.0
2937,58363.0
2938,56537.0
2939,54588.0
2940,53477.0
2941,55593.0
2942,57757.0
2943,55042.0
2944,54030.0
2945,50445.0
2946,50659.0
2947,50684.0
2948,54733.0
2949,58620.0
2950,50044.0
2951,49758.0
2952,50160.0
2953,48872.0
2954,51669.0
2955,58985.0
2956,60279.0
2957,50047.0
2958,49291.0
2959,48861.0
2960,47040.0
2961,53519.0
2962,58544.0
2963,81628.0
2964,91141.0
2965,79691.0
2966,73582.0
2967,70760.0
2968,80727.0
2969,62103.0
2970,62774.0
2971,43065.0
2972,44197.0
2973,44175.0
2974,42447.0
2975,48707.0
2976,60927.0
2977,60959.0
2978,44391.0
2979,42771.0
2980,40199.0
2981,41908.0
2982,47969.0
2983,61538.0
2984,60124.0
2985,46476.0
2986,41560.0
2987,41685.0
2988,40699.0
2989,47025.0
2990,61640.0
2991,60770.0
2992,46092.0
2993,43215.0
2994,43549.0
2995,43607.0
2996,49658.0
2997,59405.0
2998,59115.0
2999,52493.0
3000,42036.0
3001,41675.0
3002,42190.0
3003,48007.0
3004,60483.0
3005,59164.0
3006,43800.0
3007,41758.0
3008,42633.0
3009,43106.0
3010,50374.0
3011,60569.0
3012,60685.0
3013,43860.0
3014,44348.0
3015,43431.0
3016,43010.0
3017,49215.0
3018,57974.0
3019,60734.0
3020,46669.0
3021,44070.0
3022,48943.0
3023,48709.0
3024,44875.0
3025,52958.0
3026,53385.0
3027,37116.0
3028,38766.0
3029,33885.0
3030,35869.0
3031,45835.0
3032,51970.0
3033,51187.0
3034,37190.0
3035,37031.0
3036,36028.0
3037,35622.0
3038,41339.0
3039,50365.0
3040,49662.0
3041,36305.0
3042,41367.0
3043,44490.0
3044,41444.0
3045,47631.0
3046,48337.0
3047,47955.0
3048,34913.0
3049,35202.0
3050,34301.0
3051,34709.0
3052,41213.0
3053,57334.0
3054,49343.0
3055,35200.0
3056,35027.0
3057,34627.0
3058,33719.0
3059,38741.0
3060,45840.0
3061,45161.0
3062,33885.0
3063,35038.0
3064,34021.0
3065,33810.0
3066,39655.0
3067,44987.0
3068,44335.0
3069,37477.0
3070,39515.0
3071,38809.0
3072,41480.0
3073,46381.0
3074,45655.0
3075,37462.0
3076,40617.0
3077,45096.0
3078,48394.0
3079,48810.0
3080,48097.0
3081,48531.0
3082,41283.0
3083,52770.0
3084,49053.0
3085,47955.0
3086,45416.0
3087,47644.0
3088,54618.0
3089,51433.0
3090,38524.0
3091,39015.0
3092,36190.0
3093,36036.0
3094,43313.0
3095,51935.0
3096,51362.0
3097,51235.0
3098,41984.0
3099,40403.0
3100,39201.0
3101,45257.0
3102,53151.0
3103,51932.0
3104,39629.0
3105,40520.0
3106,37770.0
3107,38435.0
3108,43497.0
3109,51389.0
3110,53475.0
3111,39457.0
3112,38422.0
3113,38204.0
3114,40230.0
3115,46491.0
3116,55701.0
3117,54233.0
3118,39963.0
3119,39479.0
3120,38144.0
3121,37591.0
3122,43043.0
3123,51341.0
3124,53502.0
3125,40295.0
3126,41260.0
3127,37018.0
3128,40640.0
3129,46443.0
3130,53927.0
3131,54135.0
3132,51770.0
3133,41986.0
