X,Y
1097,27085.0
1098,26578.0
1099,26816.0
1100,25401.0
1101,26060.0
1102,28229.0
1103,27237.0
1104,27390.0
1105,26832.0
1106,26313.0
1107,25291.0
1108,25515.0
1109,27049.0
1110,26772.0
1111,27146.0
1112,27049.0
1113,26642.0
1114,26626.0
1115,26213.0
1116,26059.0
1117,25422.0
1118,24372.0
1119,24123.0
1120,24625.0
1121,27572.0
1122,27456.0
1123,24137.0
1124,23317.0
1125,23137.0
1126,23262.0
1127,25293.0
1128,27652.0
1129,28063.0
1130,23791.0
1131,23502.0
1132,22605.0
1133,22657.0
1134,26772.0
1135,29145.0
1136,27180.0
1137,27997.0
1138,19447.0
1139,18035.0
1140,16702.0
1141,21492.0
1142,29122.0
1143,27835.0
1144,18407.0
1145,16758.0
1146,16338.0
1147,16410.0
1148,20509.0
1149,27651.0
1150,26617.0
1151,16159.0
1152,15103.0
1153,16795.0
1154,15262.0
1155,19626.0
1156,27465.0
1157,26821.0
1158,16602.0
1159,15363.0
1160,14714.0
1161,13857.0
1162,18543.0
1163,25657.0
1164,24626.0
1165,15363.0
1166,14790.0
1167,14673.0
1168,14750.0
1169,19134.0
1170,24437.0
1171,23536.0
1172,19067.0
1173,14936.0
1174,13854.0
1175,14794.0
1176,18250.0
1177,24843.0
1178,25087.0
1179,15738.0
1180,14322.0
1181,14195.0
1182,15019.0
1183,18950.0
1184,24946.0
1185,24584.0
1186,14434.0
1187,14683.0
1188,14414.0
1189,15114.0
1190,20052.0
1191,25358.0
1192,23161.0
1193,15652.0
1194,15121.0
1195,14479.0
1196,16162.0
1197,19519.0
1198,25953.0
1199,25171.0
1200,14445.0
1201,16381.0
1202,14177.0
1203,14470.0
1204,18620.0
1205,25750.0
1206,24545.0
1207,18882.0
1208,13947.0
1209,14132.0
1210,15609.0
1211,19047.0
1212,25194.0
1213,23567.0
1214,17326.0
1215,17058.0
1216,20680.0
1217,20738.0
1218,24909.0
1219,27571.0
1220,25824.0
1221,15731.0
1222,13947.0
1223,14303.0
1224,14428.0
1225,17095.0
1226,25372.0
1227,26043.0
1228,15560.0
1229,15402.0
1230,15528.0
1231,14610.0
1232,17320.0
1233,24314.0
1234,23844.0
1235,14713.0
1236,14867.0
1237,14756.0
1238,14862.0
1239,17948.0
1240,24542.0
1241,23822.0
1242,16091.0
1243,16080.0
1244,16690.0
1245,18131.0
1246,21636.0
1247,24574.0
1248,23177.0
1249,19875.0
1250,19531.0
1251,22997.0
1252,24555.0
1253,25771.0
1254,24373.0
1255,24714.0
1256,23744.0
1257,25307.0
1258,24424.0
1259,23588.0
1260,25186.0
1261,26892.0
1262,25785.0
1263,18781.0
1264,16364.0
1265,15758.0
1266,16677.0
1267,19350.0
1268,27346.0
1269,26641.0
1270,18555.0
1271,15575.0
1272,15832.0
1273,15896.0
1274,19271.0
1275,25866.0
1276,25686.0
1277,24678.0
1278,18563.0
1279,17018.0
1280,16701.0
1281,19334.0
1282,26303.0
1283,24843.0
1284,17758.0
1285,18044.0
1286,19245.0
1287,19029.0
1288,19454.0
1289,25663.0
1290,25214.0
1291,16633.0
1292,15468.0
1293,15717.0
1294,16062.0
1295,18093.0
1296,24684.0
1297,24265.0
1298,15700.0
1299,17372.0
1300,15538.0
1301,14344.0
1302,18669.0
1303,23709.0
1304,27201.0
1305,21374.0
1306,15882.0
1307,17193.0
1308,15934.0
1309,18222.0
1310,24837.0
1311,23620.0
1312,15964.0
1313,14040.0
1314,14768.0
1315,14225.0
1316,17618.0
1317,24611.0
1318,24002.0
1319,16532.0
1320,15173.0
1321,15243.0
1322,15501.0
1323,18306.0
1324,25117.0
1325,25420.0
1326,16447.0
1327,15801.0
1328,15838.0
1329,15923.0
1330,20263.0
1331,25825.0
1332,25122.0
1333,15954.0
1334,15409.0
1335,15543.0
1336,15632.0
1337,20260.0
1338,25156.0
1339,25069.0
1340,16730.0
1341,16333.0
1342,16167.0
1343,16024.0
1344,19967.0
1345,24616.0
1346,24026.0
1347,15292.0
1348,15703.0
1349,15039.0
1350,15053.0
1351,18115.0
1352,24484.0
1353,23695.0
1354,15750.0
1355,14494.0
1356,14116.0
1357,14909.0
1358,18089.0
1359,23509.0
1360,23974.0
1361,16948.0
1362,17176.0
1363,16659.0
1364,17788.0
1365,22356.0
1366,23327.0
1367,21306.0
1368,19283.0
1369,14844.0
1370,14302.0
1371,13498.0
1372,17001.0
1373,24136.0
1374,24362.0
1375,15565.0
1376,16062.0
1377,16250.0
1378,14834.0
1379,18168.0
1380,24467.0
1381,25253.0
1382,16536.0
1383,14951.0
1384,15062.0
1385,14324.0
1386,17634.0
1387,23815.0
1388,23238.0
1389,15143.0
1390,14770.0
1391,14941.0
1392,14598.0
1393,19529.0
1394,26627.0
1395,26505.0
1396,17704.0
1397,17071.0
1398,16638.0
1399,17239.0
1400,22099.0
1401,26872.0
1402,26431.0
1403,25600.0
1404,19899.0
1405,21545.0
1406,21419.0
1407,23514.0
1408,27460.0
1409,27280.0
1410,21511.0
1411,21781.0
1412,21981.0
1413,22451.0
1414,25700.0
1415,26812.0
1416,27946.0
1417,25183.0
1418,25104.0
1419,27604.0
1420,30820.0
1421,34146.0
1422,35660.0
1423,35772.0
1424,36010.0
1425,36024.0
1426,36033.0
1427,42538.0
1428,42122.0
1429,42262.0
1430,43210.0
1431,46911.0
1432,47283.0
1433,47136.0
1434,48743.0
1435,49876.0
1436,44664.0
1437,48900.0
1438,51784.0
1439,48362.0
1440,56078.0
1441,51583.0
1442,53902.0
1443,52795.0
1444,55647.0
1445,58387.0
1446,53004.0
1447,60444.0
1448,59876.0
1449,60334.0
1450,56668.0
1451,59381.0
1452,63216.0
1453,63232.0
1454,65480.0
1455,64959.0
1456,63714.0
1457,60143.0
1458,63025.0
1459,65716.0
1460,66439.0
1461,65163.0
1462,63455.0
1463,62978.0
1464,60376.0
1465,64332.0
1466,67222.0
1467,67848.0
1468,67104.0
1469,54734.0
1470,62400.0
1471,65707.0
1472,67292.0
1473,72108.0
1474,70172.0
1475,72406.0
1476,72494.0
1477,71523.0
1478,74033.0
1479,75818.0
1480,75648.0
1481,76416.0
1482,70251.0
1483,69418.0
1484,68470.0
1485,76291.0
1486,67271.0
1487,58197.0
1488,57969.0
1489,61853.0
1490,66270.0
1491,70609.0
1492,77832.0
1493,82007.0
1494,70367.0
1495,68923.0
1496,69702.0
1497,68262.0
1498,73117.0
1499,83431.0
1500,88442.0
1501,87266.0
1502,64735.0
1503,60260.0
1504,58357.0
1505,66135.0
1506,88717.0
1507,90564.0
1508,60462.0
1509,48084.0
1510,58192.0
1511,61394.0
1512,69655.0
1513,91176.0
1514,92323.0
1515,62057.0
1516,58624.0
1517,59098.0
1518,57877.0
1519,66900.0
1520,89339.0
1521,87175.0
1522,58750.0
1523,57293.0
1524,56357.0
1525,56099.0
1526,43965.0
1527,
1528,
1529,
1530,
1531,
1532,
1533,
1534,83174.0
1535,84098.0
1536,57795.0
1537,57136.0
1538,60822.0
1539,55531.0
1540,66827.0
1541,81975.0
1542,80457.0
1543,70589.0
1544,48137.0
1545,47737.0
1546,47614.0
1547,56140.0
1548,69721.0
1549,69266.0
1550,47344.0
1551,45242.0
1552,44974.0
1553,46799.0
1554,56631.0
1555,71005.0
1556,73995.0
1557,51508.0
1558,48680.0
1559,50292.0
1560,51395.0
1561,61832.0
1562,70597.0
1563,69492.0
1564,46353.0
1565,47891.0
1566,50229.0
1567,45342.0
1568,54903.0
1569,68574.0
1570,66515.0
1571,55029.0
1572,45949.0
1573,45052.0
1574,44977.0
1575,55038.0
1576,70183.0
1577,67970.0
1578,44391.0
1579,43901.0
1580,43374.0
1581,43949.0
1582,54265.0
1583,71065.0
1584,68605.0
1585,52882.0
1586,52659.0
1587,61557.0
1588,57900.0
1589,64652.0
1590,66868.0
1591,64495.0
1592,46564.0
1593,43514.0
1594,43693.0
1595,43091.0
1596,51842.0
1597,73751.0
1598,65665.0
1599,44478.0
1600,40824.0
1601,42603.0
1602,41912.0
1603,50101.0
1604,64343.0
1605,61977.0
1606,43644.0
1607,45164.0
1608,40011.0
1609,53245.0
1610,56586.0
1611,61032.0
1612,61778.0
1613,63546.0
1614,54476.0
1615,52593.0
1616,58989.0
1617,61600.0
1618,59734.0
1619,62797.0
1620,65067.0
1621,56640.0
1622,63288.0
1623,63213.0
1624,64472.0
1625,65532.0
1626,62842.0
1627,48447.0
1628,45148.0
1629,41771.0
1630,40700.0
1631,50749.0
1632,65570.0
1633,63114.0
1634,49327.0
1635,43007.0
1636,41338.0
1637,40245.0
1638,49671.0
1639,62636.0
1640,66402.0
1641,58994.0
1642,43136.0
1643,41719.0
1644,42836.0
1645,50870.0
1646,63271.0
1647,62563.0
1648,43646.0
1649,42227.0
1650,41548.0
1651,41994.0
1652,49417.0
1653,63825.0
1654,65893.0
1655,40590.0
1656,40797.0
1657,39410.0
1658,38114.0
1659,55903.0
1660,62563.0
1661,63419.0
1662,42436.0
1663,40550.0
1664,39535.0
1665,41284.0
1666,50261.0
1667,60443.0
1668,59443.0
1669,58134.0
1670,43930.0
1671,44323.0
1672,41737.0
1673,46054.0
1674,58579.0
1675,65234.0
1676,42092.0
1677,46163.0
1678,45809.0
1679,47871.0
1680,54100.0
1681,67593.0
1682,64738.0
1683,45319.0
1684,42040.0
1685,44939.0
1686,42364.0
1687,51270.0
1688,66270.0
1689,64208.0
1690,53757.0
1691,49266.0
1692,50195.0
1693,55743.0
1694,69593.0
1695,72986.0
1696,73459.0
1697,74154.0
1698,74631.0
1699,74366.0
1700,81107.0
1701,87661.0
1702,90858.0
1703,85932.0
1704,90070.0
1705,88107.0
1706,89870.0
1707,88409.0
1708,92009.0
1709,92974.0
1710,90755.0
1711,89557.0
1712,90058.0
1713,90087.0
1714,90577.0
1715,92158.0
1716,92495.0
1717,92287.0
1718,90375.0
1719,91795.0
1720,92689.0
1721,100516.0
1722,92791.0
1723,89679.0
1724,89519.0
1725,90784.0
1726,89871.0
1727,89597.0
1728,88637.0
1729,91793.0
1730,93413.0
1731,92752.0
1732,90482.0
1733,90671.0
1734,90237.0
1735,91228.0
1736,94749.0
1737,96533.0
1738,95780.0
1739,92425.0
1740,92558.0
1741,91847.0
1742,96323.0
1743,97005.0
1744,95896.0
1745,93859.0
1746,93361.0
1747,90381.0
1748,94779.0
1749,95194.0
1750,97626.0
1751,97352.0
1752,97013.0
1753,94992.0
1754,94540.0
1755,94608.0
1756,94777.0
1757,94245.0
1758,93766.0
1759,94218.0
1760,91772.0
1761,90878.0
1762,92596.0
1763,91714.0
1764,96160.0
1765,92423.0
1766,90284.0
1767,92166.0
1768,91266.0
1769,91936.0
1770,92914.0
1771,94272.0
1772,92527.0
1773,92378.0
1774,94674.0
1775,95695.0
1776,98493.0
1777,98160.0
1778,100226.0
1779,97513.0
1780,90796.0
1781,101429.0
1782,101339.0
1783,105366.0
1784,101509.0
1785,99988.0
1786,94052.0
1787,99183.0
1788,99933.0
1789,96728.0
1790,94576.0
1791,94978.0
1792,96215.0
1793,91145.0
1794,87834.0
1795,101515.0
1796,95697.0
1797,94621.0
1798,92461.0
1799,92372.0
1800,87597.0
1801,88920.0
1802,94588.0
1803,94609.0
1804,94348.0
1805,94494.0
1806,89920.0
1807,86573.0
1808,89534.0
1809,91041.0
1810,96770.0
1811,102490.0
1812,100308.0
1813,100456.0
1814,101765.0
1815,97612.0
1816,100250.0
1817,101250.0
1818,100025.0
1819,101613.0
1820,100377.0
1821,94876.0
1822,99602.0
1823,103143.0
1824,103399.0
1825,103465.0
1826,109755.0
1827,101775.0
1828,96261.0
1829,99818.0
1830,105442.0
1831,105090.0
1832,104827.0
1833,102976.0
1834,99214.0
1835,94043.0
1836,99795.0
1837,103939.0
1838,102021.0
1839,98100.0
1840,98230.0
1841,95900.0
1842,92691.0
1843,94063.0
1844,100882.0
1845,91994.0
1846,100038.0
1847,99841.0
1848,102270.0
1849,98563.0
1850,102908.0
1851,103960.0
1852,101428.0
1853,101847.0
1854,99560.0
1855,103580.0
1856,106248.0
1857,111028.0
1858,101934.0
1859,102192.0
1860,98104.0
1861,98876.0
1862,104455.0
1863,108580.0
1864,106976.0
1865,99210.0
1866,96031.0
1867,98662.0
1868,96298.0
1869,104062.0
1870,105461.0
1871,103162.0
1872,105142.0
1873,86723.0
